1	0.138604	0.143617	0.689427	0.801978	0.828030	0.932342	0.049008	0.000588	0.816299	0.816301	0.816300	0.002013	0.000828	0.000415
2	0.165230	0.174321	0.610240	0.859806	0.775470	1.034130	0.103774	0.002766	0.874167	0.874169	0.874169	0.006255	0.002030	0.002007
3	0.250865	0.287867	0.782167	0.851866	1.033030	1.139730	0.213689	0.008793	0.866583	0.866583	0.866581	0.014639	0.004728	0.003641
4	0.334437	0.411773	1.347650	1.590730	1.682080	2.002500	0.243184	0.008069	1.606230	1.606210	1.606230	0.022439	0.008706	0.001251
5	0.617837	0.628462	1.024580	1.138290	1.642410	1.764570	0.348988	0.013844	1.154740	1.082370	0.158477	0.009720	0.003620	0.000099
6	1.066480	1.157800	0.098811	0.101029	1.165290	1.258830	0.149949	0.000710	0.115346	0.115344	0.115345	0.000185	0.000134	0.000165
7	1.025950	1.168170	0.105887	0.131407	1.131840	1.262770	0.284972	0.002657	0.146777	0.146778	0.146778	0.000465	0.000985	0.000490
8	1.224080	1.274490	0.266562	0.272112	1.490640	1.535180	0.939080	0.006805	0.286705	0.286706	0.286706	0.001441	0.008516	0.001282
9	1.626810	1.713720	1.085500	1.101300	2.712310	2.775820	1.314150	0.018125	1.117000	1.117000	1.117000	0.000906	0.094640	0.001175
10	1.349540	1.405300	1.839400	1.934400	3.188940	3.245190	0.878717	0.005460	1.885250	1.950730	0.004016	0.000309	0.218318	0.000087
11	4.816230	5.082100	0.150404	0.206282	4.966600	5.288380	0.140345	0.000363	0.220655	0.220655	0.138889	0.000375	0.000211	0.000157
12	4.402600	4.462600	0.261462	0.263127	4.664070	4.725730	0.346598	0.001318	0.277530	0.277529	0.277530	0.001141	0.002580	0.001027
13	5.264600	5.364400	0.732403	0.772289	5.997030	6.136690	1.279810	0.005496	0.786936	0.786936	0.786937	0.003376	0.024903	0.004045
14	6.684630	7.595250	3.174990	3.323360	9.859600	10.630500	4.640760	0.021640	3.338880	3.338880	3.338880	0.001826	0.355800	0.002036
15	8.024370	8.227800	7.701470	8.186540	15.725800	16.414300	7.862680	0.047501	0.048159	7.968960	8.202930	0.000157	1.610600	0.001263
16	17.511900	17.943000	0.122719	0.132696	17.634600	18.060200	0.227204	0.000135	0.147055	0.147055	0.147053	0.000203	0.000257	0.000151
17	44.984700	90.701500	0.276935	0.297872	45.261700	90.980400	7.362340	0.001373	0.312277	0.312276	0.312276	0.000853	0.003083	0.001051
18	52.733300	75.236900	0.789627	0.807232	53.523000	76.044100	11.539700	0.006106	0.821882	0.821882	0.821882	0.004848	0.027266	0.003294
19	22.933000	31.396400	3.346430	3.356420	26.279400	34.748300	22.460400	0.009777	3.371960	3.371960	3.371960	0.002555	0.373367	0.002166
20	26.118100	49.304900	7.198030	7.463230	33.316200	56.652100	47.672400	0.020154	0.019141	7.237900	7.479570	0.000114	1.456500	0.001676
21	37.183300	46.592600	2.979550	3.115860	40.163000	49.708500	0.347853	0.000280	3.258910	3.258900	3.258910	0.000552	0.000566	0.000356
22	61.349700	87.104100	2.891500	3.068840	64.241300	89.793300	6.823970	0.001844	3.214330	3.214330	3.214330	0.002001	0.002732	0.001022
23	17.969500	28.155600	6.882270	6.953120	24.851800	34.966200	4.036380	0.002184	7.096850	7.096850	7.096850	0.009534	0.033352	0.008985
24	41.069000	80.622600	24.580800	24.953500	65.649700	105.042000	67.429600	0.015207	25.098400	25.098400	25.098400	0.026021	0.359727	0.032287
25	26.718600	37.495800	52.687300	53.290000	79.406000	90.590900	34.190500	0.020117	53.436100	53.436100	53.436100	0.019189	1.446580	0.016060
