1	0.128303	0.142784	0.443320	0.505068	0.571620	0.604782	0.044189	0.000532	0.519415	0.043052	0.519417	0.001800	0.000125	0.000523
2	0.155060	0.165411	0.424647	0.493790	0.579707	0.659201	0.057928	0.002587	0.508109	0.508109	0.508109	0.006764	0.001789	0.001593
3	0.219395	0.239910	0.385663	0.430762	0.605060	0.643363	0.210878	0.006272	0.446655	0.446655	0.446655	0.008841	0.002057	0.002078
4	0.333507	0.356024	0.642290	0.790009	0.975800	1.105260	0.165212	0.007416	0.805565	0.805544	0.805565	0.010784	0.002154	0.000563
5	0.558853	0.581928	0.758927	0.816185	1.317770	1.364360	0.282600	0.008339	0.501118	0.805399	0.832454	0.007634	0.009627	0.000157
6	1.139310	1.187480	0.090771	0.094264	1.230080	1.275470	0.147493	0.000722	0.109626	0.109626	0.109627	0.000187	0.000157	0.000137
7	1.103830	1.201040	0.068031	0.073331	1.171860	1.267880	0.293562	0.002848	0.087722	0.087720	0.087722	0.000352	0.000801	0.000311
8	1.219690	1.490430	0.218938	0.290789	1.438630	1.684790	0.905260	0.007729	0.305458	0.305458	0.305458	0.003118	0.006083	0.001008
9	1.282810	1.347020	0.654940	0.690176	1.937740	2.037190	1.221940	0.007863	0.705696	0.705695	0.705696	0.000751	0.063822	0.000429
10	1.466240	1.528020	0.846273	1.038430	2.312510	2.491470	1.190510	0.008396	0.003332	1.054700	0.904882	0.000121	0.079144	0.000164
11	5.163130	5.268870	0.169440	0.196705	5.332530	5.419720	0.114027	0.000391	0.211038	0.211037	0.211039	0.000401	0.000344	0.000183
12	4.542830	4.692310	0.201211	0.219144	4.744070	4.869710	0.704224	0.001363	0.233576	0.233576	0.233576	0.000851	0.002353	0.000876
13	5.250300	5.546550	0.531967	0.562636	5.782230	6.088660	1.603260	0.005475	0.577293	0.577292	0.577293	0.003392	0.025920	0.002372
14	6.995730	7.057640	2.201120	2.302840	9.196830	9.360470	4.871260	0.023116	2.197710	2.318410	2.318410	0.001516	0.340750	0.002053
15	7.518330	8.636840	4.830630	4.883910	12.348900	13.503700	7.502480	0.040789	4.900200	4.757360	4.883190	0.000884	1.339180	0.000335
16	26.985700	44.037100	0.136487	0.159340	27.122100	44.163700	0.264670	0.000209	0.173634	0.173634	0.173635	0.000194	0.000170	0.000234
17	12.822400	17.440900	0.174715	0.179638	12.997100	17.608500	2.612890	0.000398	0.193972	0.193973	0.193972	0.000451	0.002562	0.000752
18	54.538000	73.657000	0.543410	0.572039	55.081300	74.193400	12.869500	0.006326	0.586671	0.586671	0.586672	0.002796	0.026257	0.002827
19	21.700800	34.669500	2.261850	2.355020	23.962600	37.024500	20.957400	0.009357	2.370550	2.370550	2.370550	0.002219	0.365150	0.001972
20	27.096100	37.630600	4.695000	4.927520	31.791100	42.233800	36.159000	0.020680	0.008552	4.700240	4.943870	0.000115	1.260260	0.000787
21	25.517300	43.388300	2.404420	2.596300	27.921700	45.663700	0.299711	0.000197	2.739690	2.739690	2.739690	0.000537	0.000655	0.000241
22	13.835200	18.072400	2.051610	2.117510	15.886800	20.065200	2.640790	0.000428	2.263370	2.263370	2.263370	0.001283	0.002771	0.000806
23	12.499400	13.171800	5.007400	5.021640	17.506800	18.193500	2.673120	0.001515	5.165230	5.165230	5.165230	0.006736	0.033293	0.006659
24	19.795100	25.347100	17.220500	17.537600	37.015700	42.454500	10.063400	0.008899	17.682300	17.682300	17.682300	0.020753	0.362387	0.020564
25	48.464700	106.888000	37.125300	38.025600	85.589700	143.245000	97.192500	0.032541	38.173200	38.173200	38.173200	0.021230	1.477500	0.010300
